Coc;Marca;Volumen Total de filtraci¢n ;Extracto CO2;L£pulo Pellet  Herkules;Alpha  cidos Herkules;Catalizador isomerizaci¢n;Amargo por cocimiento
1392;ESTANDAR 18;980;3;38;15,4;1800;
1393;ESTANDAR 18;985;3;38;15,4;1800;
1394;AZTECA 18;998;9;;;;28,7
1395;AZTECA 18;1006;9;;;;35,4
1396;AZTECA 18;995;10;;;;35,2
1397;AZTECA 18;998;9;;;;
1398;ESTANDAR 18;971;3;38;15,4;1800;
1399;ESTANDAR 18;981;3;38;15,4;1800;
1400;ESTANDAR 18;982;3;38;15,4;1800;
1401;ESTANDAR 18;983;3;38;15,4;1800;
1402;LIGHT 16;957;;;;;
1403;LIGHT 16;963;;;;;
1404;LIGHT 16;924;;;;;
1405;LIGHT 16;955;;;;;
1406;LIGHT 16;948;;;;;
1407;LIGHT 16;955;;;;;
1408;LIGHT 16;955;;;;;
1409;LIGHT 16;955;;;;;
1410;LIGHT 16;952;;;;;
1411;LIGHT 16;947;;;;;
1412;LIGHT 16;945;;;;;
1413;LIGHT 16;947;;;;;
1414;ESTANDAR 18;989;3;38;15,4;1800;
1415;ESTANDAR 18;984;3;38;15,4;1800;
1416;ESTANDAR 18;980;3;38;15,4;1800;
1417;ESTANDAR 18;991;3;38;15,4;1800;
1418;ESTANDAR 18;993;4;60;15,4;2300;61,9
1419;ESTANDAR 18;985;0;0;;0;0
1420;ESTANDAR 18;992;4;60;15,4;2300;60,76
1421;ESTANDAR 18;980;4;60;15,4;2300;62,36
1422;ESTANDAR 18;982;3;38;15,4;1800;
1423;ESTANDAR 18;977;3;38;15,4;1800;
1424;ESTANDAR 18;985;3;38;15,4;1800;
1425;ESTANDAR 18;978;3;38;15,4;1800;
1426;ESTANDAR 900;920;3;50;15,3;2300;55,75
1427;ESTANDAR 900;920;4;50;15,3;2300;56,89
1428;ESTANDAR 900;920;4;53;15,3;2300;59,05
1429;ESTANDAR 900;920;0;0;15,3;0;0
1430;ESTANDAR 900;928;4;52;15,3;2300;
1431;ESTANDAR 900;937;3;37;15,3;1800;44,92
1432;ESTANDAR 900;934;3;37;15,3;1800;43,09
1433;ESTANDAR 900;920;3;37;15,3;1800;45,71
1434;ESTANDAR 900;920;3;42;15,3;2000;48,68
1435;ESTANDAR 900;920;3;37;15,3;1800;41,95
1436;ESTANDAR 18;986;3;40;15,3;1800;44,12
1437;ESTANDAR 18;985;3;40;15,3;1800;45,83
1438;ESTANDAR 18;993;3;46;15,3;1800;50,5
1439;ESTANDAR 18;972;3;40;15,3;1800;45,03
1440;ESTANDAR 18;980;4;57;15,3;3000;59,28
1441;ESTANDAR 18;972;4;57;15,3;3000;60,08
1442;ESTANDAR 18;983;4;63;15,3;3000;63,38
1443;ESTANDAR 18;983;0;0;15,3;0;0
1444;AZTECA 18;990;9;;;;33,1
1445;AZTECA 18;990;9;;;;
1446;AZTECA 18;996;9;;;;
1447;AZTECA 18;980;9;;;;
1448;ESTANDAR 18;991;3;42;15,3;1800;47,88
1449;ESTANDAR 18;979;3;42;15,3;1800;47,54
1450;ESTANDAR 18;982;3;40;15,3;1800;45,37
1451;ESTANDAR 18;983;3;38;15,3;1800;44,92
1452;ESTANDAR 18;975;3;38;15,3;1800;
1453;ESTANDAR 18;982;3;42;15,3;1800;
1454;ESTANDAR 18;983;3;41;15,3;1800;
1455;ESTANDAR 18;986;3;41;15,3;1800;
1456;ESTANDAR 18;989;3;41;15,3;1800;
1457;ESTANDAR 18;986;3;42;15,3;1800;46,28
1458;ESTANDAR 18;986;3;42;15,3;1800;
1459;ESTANDAR 18;983;3;41;15,3;1800;
1460;LIGHT 16;962;;;;;
1461;LIGHT 16;957;;;;;
1462;LIGHT 16;958;;;;;
1463;LIGHT 16;945;;;;;
1464;LIGHT 16;939;;;;;
1465;LIGHT 16;948;;;;;
1466;LIGHT 16;954;;;;;
1467;LIGHT 16;950;;;;;39,1
1468;LIGHT 16;953;;;;;
1469;LIGHT 16;947;;;;;
1470;LIGHT 16;934;;;;;
1471;CLUB COLOMBIA;933;10;30;15,3;;50,9
1472;CLUB COLOMBIA;929;10;30;15,3;;52,5
1473;CLUB COLOMBIA;931;10;20;15,3;;46,5
1474;CLUB COLOMBIA;924;9;20;15,3;;54,9
1475;CLUB COLOMBIA;921;9;12;15,3;;40,5
1476;ESTANDAR 18;986;3;42;15,3;1800;
1477;ESTANDAR 18;984;3;42;15,3;1800;
1478;ESTANDAR 18;986;3;42;15,3;1800;
1479;ESTANDAR 18;978;3;42;15,3;1800;
1480;CLUB COLOMBIA;929;10;20;15,3;;48,4
1481;CLUB COLOMBIA;930;10;20;15,3;;49,5
1482;CLUB COLOMBIA;930;10;15;15,3;;43,5
1483;CLUB COLOMBIA;930;10;15;15,3;;45
1484;CLUB COLOMBIA;934;10;15;15,3;;44,4
1485;ESTANDAR 18;984;3;42;15,3;1800;
1486;ESTANDAR 18;989;3;42;15,3;1800;
1487;ESTANDAR 18;987;3;42;15,3;1800;
1488;ESTANDAR 18;980;3;42;15,3;1800;
1489;ESTANDAR 18;984;4;62;15,3;2500;64,64
1490;ESTANDAR 18;981;4;62;15,3;2500;62,81
1491;ESTANDAR 18;979;4;62;15,3;2500;
1492;ESTANDAR 18;987;0;0;;0;
1493;ESTANDAR 18;990;3;42;15,3;1800;48,68
1494;ESTANDAR 18;991;3;42;15,3;1800;48,22
1495;ESTANDAR 18;996;3;38;15,3;1800;45,26
1496;ESTANDAR 18;980;3;36;15,3;1800;
1497;ESTANDAR 18;985;3;40;15,3;1800;45,71
1498;ESTANDAR 18;992;3;40;15,3;1800;
1499;ESTANDAR 18;983;3;40;15,3;1800;
1500;ESTANDAR 18;983;3;39;15,3;1800;50,16
1501;ESTANDAR 18;983;3;39;15,3;1800;46,28
1502;ESTANDAR 18;985;3;40;15,3;1800;
1503;ESTANDAR 18;991;3;40;15,3;1800;45,94
1504;ESTANDAR 18;994;3;40;15,3;1800;
1505;ESTANDAR 18;958;3;40;15,3;1800;
1506;ESTANDAR 18;988;3;40;15,3;1800;
1507;ESTANDAR 18;990;3;40;15,3;1800;
1508;ESTANDAR 18;988;3;40;15,3;1800;
1509;ESTANDAR 18;985;3;40;15,3;1800;
1510;ESTANDAR 18;986;3;40;15,3;1800;
1511;ESTANDAR 18;985;3;40;15,3;1800;
1512;ESTANDAR 18;971;3;40;15,3;1800;
1513;ESTANDAR 18;995;3;40;15,3;1800;
1514;ESTANDAR 18;991;3;41;15,3;1800;
1515;ESTANDAR 18;983;3;41;15,3;1800;
1516;ESTANDAR 18;982;3;41;15,3;1800;
1517;LIGHT 900;882;;;;;
1518;LIGHT 900;888;;;;;
1519;LIGHT 900;891;;;;;
1520;LIGHT 900;897;;;;;
1521;LIGHT 900;904;;;;;
1522;LIGHT 16;961;;;;;
1523;LIGHT 16;960;;;;;
1524;LIGHT 16;955;;;;;
1525;LIGHT 16;971;;;;;
1526;LIGHT 16;975;;;;;
1527;LIGHT 16;970;;;;;
1528;LIGHT 16;959;;;;;
1529;LIGHT 16;947;;;;;
1530;ESTANDAR 900;937;3;40;15,3;1800;
1531;ESTANDAR 900;999;3;40;15,3;1800;
1532;ESTANDAR 900;935;3;40;15,3;1800;
1533;ESTANDAR 900;944;3;40;15,3;1800;
1534;ESTANDAR 900;1008;3;40;15,3;1800;
1535;AZTECA 18;1011;9;;;;
1536;AZTECA 18;1010;9;;;;
1537;AZTECA 18;998;9;;;;
1538;AZTECA 18;1002;9;;;;
1539;ESTANDAR 18;953;3;41;15,3;1800;
1540;ESTANDAR 18;978;3;41;15,3;1800;
1541;ESTANDAR 18;983;3;41;15,3;1800;
1542;ESTANDAR 18;982;3;41;15,3;1800;
1543;AZTECA 18;999;9;;;;
1544;AZTECA 18;996;9;;;;
1545;AZTECA 18;1003;9;;;;
1546;AZTECA 18;1000;9;;;;
1547;ESTANDAR 18;994;3;41;15,3;1800;47,2
1548;ESTANDAR 18;986;3;41;15,3;1800;46,85
1549;ESTANDAR 18;983;3;40;15,3;1800;46,28
1550;ESTANDAR 18;983;3;40;15,3;1800;46,74
1551;ESTANDAR 18;948;3;40;15,3;1800;47,99
1552;ESTANDAR 18;952;3;40;15,3;1800;48,91
1553;ESTANDAR 18;949;3;36;15,3;1800;45,83
1554;ESTANDAR 18;938;3;37;15,3;1800;
1555;ESTANDAR 18;988;3;40;15,3;1800;47,9
1556;ESTANDAR 18;991;3;40;15,3;1800;46,63
1557;ESTANDAR 18;985;3;39;15,3;1800;44,92
1558;ESTANDAR 18;994;3;38;15,3;1800;44,57
1559;LIGHT 16;957;;;;;
1560;LIGHT 16;960;;;;;
1561;LIGHT 16;955;;;;;
1562;LIGHT 16;955;;;;;
1563;ESTANDAR 18;986;3;40;15,3;1800;46,4
1564;ESTANDAR 18;977;3;40;15,3;1800;
1565;ESTANDAR 18;988;3;40;15,3;1800;
1566;LIGHT 16;945;;;;;
1567;LIGHT 16;946;;;;;
1568;LIGHT 16;944;;;;;
1569;LIGHT 16;960;;;;;
1570;LIGHT 900;896;;;;;
1571;LIGHT 900;887;;;;;
1572;LIGHT 900;878;;;;;
1573;LIGHT 900;886;;;;;
1574;LIGHT 900;890;;;;;
1575;CLUB COLOMBIA;968;10;28;15,4;;49,8
1576;CLUB COLOMBIA;995;10;25;15,4;;43,4
1577;CLUB COLOMBIA;990;9;25;15,4;;45
1578;CLUB COLOMBIA;990;9;20;15,4;;44,1
1579;CLUB COLOMBIA;930;9;17;15,4;;46,7
1580;ESTANDAR 900;930;3;40;15,3;1800;46,51
1581;ESTANDAR 900;925;3;40;15,3;1800;
1582;ESTANDAR 900;930;3;40;15,3;1800;
1583;ESTANDAR 900;925;3;40;15,3;1800;
1584;ESTANDAR 900;926;3;40;15,3;1800;
1585;CLUB COLOMBIA;978;9;23;15,3;;42,2
1586;CLUB COLOMBIA;986;9;23;15,3;;44,2
1587;CLUB COLOMBIA;990;9;29;15,3;;47
1588;CLUB COLOMBIA;992;9;30;15,3;;50,8
1589;ESTANDAR 18;990;4;57;15,3;2400;59,85
1590;ESTANDAR 18;990;4;57;15,3;2400;59,17
1591;ESTANDAR 18;990;4;67;15,3;2600;
1592;ESTANDAR 18;1000;0;0;;0;0
1593;CLUB COLOMBIA;999;9;27;15,3;;46,7
1594;CLUB COLOMBIA;1005;9;27;15,3;;44,7
1595;CLUB COLOMBIA;998;9;27;15,3;;47,7
1596;CLUB COLOMBIA;987;10;27;15,3;;45,1
1597;ESTANDAR 900;939;3;40;15,3;1800;
1598;ESTANDAR 900;940;3;40;15,3;1800;46,63
1599;ESTANDAR 900;941;3;40;15,3;1800;45,94
1600;ESTANDAR 900;932;3;40;15,3;1800;
1601;ESTANDAR 900;934;3;40;15,3;1800;
1602;ESTANDAR 18;999;3;41;15,3;1800;48,34
1603;ESTANDAR 18;1000;3;41;15,3;1800;
1604;ESTANDAR 18;1000;3;38;15,3;1800;
1605;ESTANDAR 18;997;3;39;15,3;1800;
1606;ESTANDAR 18;1000;3;39;15,3;1800;45,03
1607;ESTANDAR 18;1000;3;41;15,3;1800;
1608;ESTANDAR 18;1000;3;40;15,3;1800;45,26
1609;ESTANDAR 18;997;3;44;15,3;1800;
1610;ESTANDAR 18;977;3;42;15,3;1800;46,17
1611;ESTANDAR 18;995;3;42;15,3;1800;46,63
1612;ESTANDAR 18;1000;3;42;15,3;1800;
1613;ESTANDAR 18;1000;3;42;15,3;1800;
1614;ESTANDAR 18;996;3;42;15,3;1800;
1615;ESTANDAR 18;1000;3;42;15,3;1800;
1616;ESTANDAR 18;1000;3;42;15,3;1800;
1617;ESTANDAR 18;1000;3;42;15,3;1800;
1618;LIGHT 16;886;;;;;
1619;LIGHT 16;886;;;;;
1620;LIGHT 16;890;;;;;
1621;LIGHT 16;877;;;;;
1622;LIGHT 16;883;;;;;
1623;LIGHT 16;976;;;;;
1624;LIGHT 16;969;;;;;
1625;LIGHT 16;982;;;;;
1626;LIGHT 16;982;;;;;
1627;LIGHT 16;976;;;;;
1628;LIGHT 16;977;;;;;
1629;LIGHT 16;976;;;;;
1630;LIGHT 16;972;;;;;
1631;ESTANDAR 18;996;3;42;15,3;1800;
1632;ESTANDAR 18;980;3;42;15,3;1800;47,65
1633;ESTANDAR 18;999;3;42;15,3;1800;
1634;ESTANDAR 18;994;3;41;15,3;1800;
1635;AZTECA 18;989;9;;;;
1636;AZTECA 18;1001;9;;;;
1637;AZTECA 18;1000;9;;;;
1638;AZTECA 18;1002;9;;;;
1639;ESTANDAR 18;999;4;63;15,3;2500;64,3
1640;ESTANDAR 18;1000;4;64;15,3;3000;62,47
1641;ESTANDAR 18;996;0;0;15,3;0;0
1642;ESTANDAR 18;980;4;64;15,3;2500;60,88
1643;AZTECA 18;1002;9;;;;28,7
1644;AZTECA 18;993;9;;;;34
1645;AZTECA 18;993;9;;;;36,4
1646;AZTECA 18;983;9;;;;34,1
1647;ESTANDAR 900;947;3;51;15,3;2250;57,23
1648;ESTANDAR 900;944;4;51;15,3;2250;54,83
1649;ESTANDAR 900;950;4;53;15,3;2250;54,95
1650;ESTANDAR 900;930;4;53;15,3;2250;63,61
1651;ESTANDAR 900;942;0;65;15,3;0;0
1652;CLUB COLOMBIA;983;9;30;15,3;;46
1653;CLUB COLOMBIA;990;9;30;15,3;;47,1
1654;CLUB COLOMBIA;985;9;30;15,3;;45
1655;CLUB COLOMBIA;992;9;30;15,3;;51
1656;ESTANDAR 18;998;3;42;15,3;1800;47,2
1657;ESTANDAR 18;1010;3;42;15,3;1800;47,88
1658;ESTANDAR 18;1006;3;41;15,3;1800;
1659;ESTANDAR 18;1011;3;38;15,3;1800;
1660;ESTANDAR 18;1000;3;0;;;0
1661;ESTANDAR 18;996;3;62;15,3;2400;62,36
1662;ESTANDAR 18;974;3;62;15,3;2400;61,45
1663;ESTANDAR 18;1000;3;62;15,3;2400;58,14
1664;CLUB COLOMBIA;995;9;30;15,3;;43,3
1665;CLUB COLOMBIA;972;9;30;15,3;;49,7
1666;CLUB COLOMBIA;958;9;36;15,3;;48,1
1667;CLUB COLOMBIA;958;;;;;44,1
1668;ESTANDAR 18;1000;3;42;15,3;1800;
1669;ESTANDAR 18;1001;3;42;15,3;1800;
1670;ESTANDAR 18;994;3;42;15,3;1800;
1671;ESTANDAR 18;994;3;42;15,3;1800;
1672;CLUB COLOMBIA;991;9;35;14,4;;52,5
1673;CLUB COLOMBIA;976;9;35;14,4;;45,4
1674;CLUB COLOMBIA;990;9;25;14,4;;43,6
1675;CLUB COLOMBIA;990;9;30;14,4;;40
1676;ESTANDAR 18;1005;3;45;14,4;1800;47,42
1677;ESTANDAR 18;990;3;45;14,4;1800;47,88
1678;ESTANDAR 18;1000;3;45;14,4;1800;47,08
1679;ESTANDAR 18;1000;3;40;14,4;1800;43,89
1680;LIGHT 16;944;;;;;
1681;LIGHT 16;939;;;;;
1682;LIGHT 16;954;;;;;
1683;LIGHT 16;975;;;;;
1684;LIGHT 16;946;;;;;
1685;LIGHT 16;964;;;;;
1686;LIGHT 16;981;;;;;
1687;LIGHT 16;981;;;;;
1688;LIGHT 16;975;;;;;
1689;LIGHT 16;981;;;;;
1690;LIGHT 16;982;;;;;
1691;ESTANDAR 900;937;3;42;14,4;1800;48,34
1692;ESTANDAR 900;928;3;42;14,4;1800;44
1693;ESTANDAR 900;955;3;39;14,4;1800;42,86
1694;ESTANDAR 900;961;3;44;14,4;1800;51,98
1695;ESTANDAR 900;940;3;44;14,4;1800;48,91
1696;ESTANDAR 900;952;3;43;14,2;1800;47,54
1697;ESTANDAR 900;957;3;43;14,2;1800;46,17
1698;ESTANDAR 900;953;3;42;14,4;1800;45,71
1699;ESTANDAR 900;947;3;42;14,2;1800;46,85
1700;ESTANDAR 900;946;3;41;14,2;1800;44,57
1701;ESTANDAR 18;999;4;63;14,4;2500;59,39
1702;ESTANDAR 18;1004;4;73;14,4;2500;63,16
1703;ESTANDAR 18;1004;0;0;14,4;0;0
1704;ESTANDAR 18;1001;4;70;14,4;2500;62,59
1705;ESTANDAR 18;950;3;48;13,4;1800;50,27
1706;ESTANDAR 18;946;3;44;14,2;1800;47,77
1707;ESTANDAR 18;955;3;40;13,4;1800;44,92
1708;ESTANDAR 18;960;3;40;13,4;1800;44
1709;ESTANDAR 18;998;3;43;13,4;1800;44
1710;ESTANDAR 18;999;3;45;13,4;1800;46,17
1711;ESTANDAR 18;991;3;47;13,4;1800;46,51
1712;ESTANDAR 18;1004;3;47;13,4;1800;45,83
1713;ESTANDAR 18;960;3;43;13,4;1800;46,63
1714;ESTANDAR 18;965;3;43;13,4;1800;47,54
1715;ESTANDAR 18;964;3;43;13,4;1800;44,92
1716;ESTANDAR 18;985;3;43;13,4;1800;44,12
1717;ESTANDAR 18;1001;3;45;13,4;1800;44,69
1718;ESTANDAR 18;1001;3;45;13,4;1800;44,8
1719;ESTANDAR 18;990;3;47;13,4;1800;45,26
1720;ESTANDAR 18;1003;3;60;13,4;1800;52,1
1721;LIGHT 16;980;;;;;
1722;LIGHT 16;962;;;;;
1723;LIGHT 16;957;;;;;
1724;LIGHT 16;955;;;;;
1725;LIGHT 16;954;;;;;
1726;LIGHT 16;954;;;;;
1727;LIGHT 16;968;;;;;
1728;LIGHT 16;970;;;;;
1729;LIGHT 16;952;;;;;
1730;LIGHT 16;956;;;;;
1731;LIGHT 16;961;;;;;
1732;LIGHT 16;956;;;;;
1733;ESTANDAR 900;940;3;47;13,4;1800;47,2
1734;ESTANDAR 900;947;3;43;13,4;1800;45,26
1735;ESTANDAR 900;949;3;46;13,4;1800;45,37
1736;ESTANDAR 900;940;3;45;13,4;1800;44,23
1737;ESTANDAR 900;961;3;47;13,4;1800;43,78
1738;ESTANDAR 900;936;3;46;13,4;2500;48,68
1739;ESTANDAR 900;935;4;66;13,4;2500;58,94
1740;ESTANDAR 900;921;0;0;;0;0
1741;ESTANDAR 900;930;4;68;13,4;2500;63,84
1742;ESTANDAR 900;939;4;68;13,4;2500;
1743;ESTANDAR 18;956;3;43;13,4;1800;48,68
1744;ESTANDAR 18;944;3;43;13,4;1800;48,91
1745;ESTANDAR 18;944;3;41;13,4;1800;45,83
1746;ESTANDAR 18;943;3;41;13,4;1800;45,37
1747;ESTANDAR 18;998;3;48;13,4;1800;46,63
1748;ESTANDAR 18;1002;3;48;13,4;1800;47,77
1749;ESTANDAR 18;1001;3;48;13,4;1800;47,88
1750;ESTANDAR 18;1028;3;46;13,4;1800;45,83
1751;AZTECA 18;998;9;;;;32,2
1752;AZTECA 18;1009;9;;;;34,8
1753;AZTECA 18;1002;9;;;;
1754;AZTECA 18;1004;9;;;;
1755;ESTANDAR 18;1012;3;47;13,4;2000;45,49
1756;ESTANDAR 18;1005;3;47;13,4;2000;45,6
1757;ESTANDAR 18;1006;3;47;13,4;2000;
1758;AZTECA 18;981;9;;;;
1759;AZTECA 18;993;9;;;;
1760;AZTECA 18;995;9;;;;
1761;AZTECA 18;1001;9;;;;
1762;ESTANDAR 18;1007;3;47;13,4;1800;45,71
1763;ESTANDAR 18;1009;3;47;13,4;1800;
1764;ESTANDAR 18;1017;3;49;13,4;1800;48,56
1765;ESTANDAR 18;1025;3;49;13,4;1800;
1766;CLUB COLOMBIA;990;9;38;13,4;;60,7
1767;CLUB COLOMBIA;996;9;30;13,4;;44,8
1768;CLUB COLOMBIA;996;9;30;13,4;;43,6
1769;CLUB COLOMBIA;993;9;20;13,4;;38,2
1770;LIGHT 16;988;;;;;
1771;LIGHT 16;965;;;;;
1772;LIGHT 16;966;;;;;
1773;LIGHT 16;945;;;;;
1774;ESTANDAR 900;927;3;45;13,4;1800;47,31
1775;ESTANDAR 900;921;3;45;13,4;1800;49,02
1776;ESTANDAR 900;940;3;45;13,4;1800;45,03
1777;ESTANDAR 900;940;3;43;13,4;1800;46,28
1778;ESTANDAR 900;940;3;45;13,4;1800;46,4
1779;LIGHT 16;949;;;;;
1780;LIGHT 16;975;;;;;
1781;LIGHT 16;937;;;;;
1782;LIGHT 16;948;;;;;
1783;LIGHT 16;948;;;;;
1784;LIGHT 16;873;;;;;
1785;LIGHT 16;876;;;;;
1786;LIGHT 16;878;;;;;
1787;ESTANDAR 18;1008;3;47;13,4;1800;
1788;ESTANDAR 18;1006;3;47;13,4;1800;
1789;ESTANDAR 18;1004;3;47;13,4;1800;
1790;ESTANDAR 18;1002;3;47;13,4;1800;
1791;CLUB COLOMBIA;990;9;30;13,4;;43,1
1792;CLUB COLOMBIA;1000;9;31;13,4;;37,1
1793;CLUB COLOMBIA;1000;9;33;13,4;;43,4
1794;CLUB COLOMBIA;1000;9;50;13,4;;48,9
1795;ESTANDAR 900;945;3;45;13,4;1800;48,22
1796;ESTANDAR 900;941;3;45;13,4;1800;39,22
1797;ESTANDAR 900;949;3;44;13,4;1800;43,32
1798;ESTANDAR 900;951;3;45;13,4;1800;41,61
1799;ESTANDAR 900;950;3;49;13,4;1800;49,59
1800;CLUB COLOMBIA;996;9;40;13,4;;44,2
1801;CLUB COLOMBIA;1009;9;45;13,4;;45,8
1802;CLUB COLOMBIA;999;9;55;13,4;;54,1
1803;ESTANDAR 18;980;3;47;13,4;1800;48,34
1804;ESTANDAR 18;991;3;45;13,4;1800;45,94
1805;ESTANDAR 18;990;3;47;13,4;1800;
1806;ESTANDAR 18;991;3;47;13,4;1800;
1807;ESTANDAR 18;990;3;47;13,4;1800;
1808;ESTANDAR 18;992;3;47;13,4;1800;
1809;ESTANDAR 18;991;3;47;13,4;1800;
1810;ESTANDAR 18;996;3;47;13,4;1800;
1811;ESTANDAR 18;951;3;45;13,4;1800;
1812;ESTANDAR 18;992;3;45;13,4;1800;
1813;ESTANDAR 18;995;3;45;13,4;1800;
1814;ESTANDAR 18;992;3;46;13,4;1800;
1815;ESTANDAR 18;990;3;45;13,4;1800;
1816;ESTANDAR 18;997;3;45;13,4;1800;
1817;ESTANDAR 18;991;3;45;13,4;1800;
1818;ESTANDAR 18;986;3;45;13,4;1800;
1819;ESTANDAR 18;992;3;45;13,4;1800;
1820;ESTANDAR 18;988;3;45;13,4;1800;
1821;ESTANDAR 18;996;3;45;13,4;1800;
1822;ESTANDAR 18;997;3;45;13,4;1800;
1823;ESTANDAR 18;991;3;45;13,4;1800;
1824;ESTANDAR 18;990;3;45;13,4;1800;
1825;ESTANDAR 18;990;3;45;13,4;1800;
1826;LIGHT 16;958;;;;;
1827;LIGHT 16;966;;;;;
1828;LIGHT 16;968;;;;;
1829;LIGHT 16;982;;;;;
1830;LIGHT 16;970;;;;;
1831;LIGHT 16;978;;;;;
1832;LIGHT 16;977;;;;;
1833;LIGHT 16;968;;;;;
1834;ESTANDAR 18;1009;3;45;13,4;1800;46,51
1835;ESTANDAR 18;990;3;45;13,4;1800;45,26
1836;ESTANDAR 18;1011;3;45;13,4;1800;
1837;ESTANDAR 18;991;3;45;13,4;1800;
1838;ESTANDAR 900;946;3;43;13,4;1800;45,49
1839;ESTANDAR 900;925;3;43;13,4;1800;
1840;ESTANDAR 900;930;3;43;13,4;1800;
1841;ESTANDAR 900;934;3;43;13,4;1800;
1842;ESTANDAR 900;944;3;43;13,4;1800;
1843;AZTECA 18;990;9;;;;34
1844;AZTECA 18;998;9;;;;35,7
1845;AZTECA 18;999;9;;;;35,8
1846;AZTECA 18;1000;9;;;;33,5
1847;ESTANDAR 900;932;3;43;13,4;1800;
1848;ESTANDAR 900;931;3;43;13,4;1800;
1849;ESTANDAR 900;928;3;43;13,4;1800;
1850;ESTANDAR 900;914;3;43;13,4;1800;
1851;ESTANDAR 900;947;3;43;13,4;1800;
1852;AZTECA 18;1006;9;;;;36,4
1853;AZTECA 18;1009;9;;;;37,4
1854;AZTECA 18;1006;9;;;;33,2
1855;AZTECA 18;996;9;;;;32,6
1856;ESTANDAR 900;930;3;43;13,4;1800;
1857;ESTANDAR 900;925;3;43;13,4;1800;
1858;ESTANDAR 900;905;3;45;13,4;1800;
1859;ESTANDAR 900;944;6;100;13,4;3600;
1860;ESTANDAR 900;946;0;0;13,4;0;
1861;ESTANDAR 18;996;3;45;13,4;1800;46,51
1862;ESTANDAR 18;995;3;45;13,4;1800;
1863;ESTANDAR 18;996;3;45;13,4;1800;
1864;ESTANDAR 18;992;3;45;13,4;1800;
1865;ESTANDAR 18;990;3;45;13,4;1800;
1866;ESTANDAR 18;992;3;45;13,4;1800;
1867;ESTANDAR 18;992;3;45;13,4;1800;
1868;ESTANDAR 18;984;3;45;13,4;1800;
1869;ESTANDAR 18;985;3;45;13,4;1800;44,57
1870;ESTANDAR 18;993;3;45;13,4;1800;45,6
1871;ESTANDAR 18;996;3;45;13,4;1800;
1872;ESTANDAR 18;986;3;52;13,4;1800;50,62
1873;ESTANDAR 900;933;3;45;13,4;1800;48,91
1874;ESTANDAR 900;943;3;45;13,4;1800;50,39
1875;ESTANDAR 900;943;3;40;13,4;1800;45,26
1876;ESTANDAR 900;921;3;44;13,4;1800;47,2
1877;ESTANDAR 900;922;3;36;13,4;1800;38,19
1878;ESTANDAR 18;988;0;0;;0;0
1879;ESTANDAR 18;993;4;65;13,4;2500;59,39
1880;ESTANDAR 18;995;4;70;13,4;2600;62,36
1881;ESTANDAR 18;998;4;73;13,4;2600;63,5
1882;LIGHT 16;966;;;;;39,4
1883;LIGHT 16;962;;;;;32
1884;LIGHT 16;939;;;;;
1885;LIGHT 16;977;;;;;
1886;LIGHT 16;979;;;;;
1887;LIGHT 16;957;;;;;
1888;LIGHT 16;949;;;;;
1889;LIGHT 16;973;;;;;
1890;AZTECA 18;995;9;;;;36,2
1891;AZTECA 18;998;9;;;;47,6
1892;AZTECA 18;1000;9;;;;37,1
1893;AZTECA 18;1017;6;;;;21
1894;ESTANDAR 18;987;3;45;13,4;1800;45,94
1895;ESTANDAR 18;989;3;45;13,4;1800;
1896;ESTANDAR 18;984;3;45;13,4;1800;
1897;ESTANDAR 18;991;3;45;13,4;1800;
1898;ESTANDAR 18;985;3;45;13,4;1800;45,49
1899;ESTANDAR 18;989;3;45;13,4;1800;
1900;ESTANDAR 18;992;3;45;13,4;1800;
1901;ESTANDAR 18;992;3;45;13,4;1800;
1902;ESTANDAR 18;991;0;0;13,4;0;0
1903;ESTANDAR 18;991;4;65;13,4;2500;58,48
1904;ESTANDAR 18;988;4;60;13,4;2600;59,74
1905;ESTANDAR 18;991;4;75;13,4;2600;66,35
1906;ESTANDAR 18;990;3;45;13,4;1800;46,74
1907;ESTANDAR 18;980;3;45;13,4;1800;
1908;ESTANDAR 18;984;3;45;13,4;1800;
1909;ESTANDAR 18;991;3;45;13,4;1800;
1910;ESTANDAR 18;991;3;45;13,4;1800;45,94
1911;ESTANDAR 18;991;3;45;13,4;1800;
1912;ESTANDAR 18;999;3;45;13,4;1800;
1913;ESTANDAR 18;995;3;45;13,4;1800;45,6
1914;ESTANDAR 18;989;3;45;13,4;1800;44,8
1915;ESTANDAR 18;993;3;45;13,5;1800;47,88
1916;ESTANDAR 18;990;3;47;13,4;1800;
1917;ESTANDAR 18;986;3;45;13,4;1800;
1918;LIGHT 16;949;;;;;
1919;LIGHT 16;978;;;;;
1920;LIGHT 16;972;;;;;
1921;LIGHT 16;961;;;;;
1922;LIGHT 16;971;;;;;
1923;LIGHT 16;972;;;;;
1924;LIGHT 16;970;;;;;
1925;ESTANDAR 18;995;3;45;13,5;1800;46,97
1926;ESTANDAR 18;994;3;45;13,5;1800;
1927;ESTANDAR 18;993;3;45;13,5;1800;
1928;ESTANDAR 18;996;3;45;13,5;1800;
1929;ESTANDAR 900;940;3;43;13,5;1800;48,22
1930;ESTANDAR 900;937;3;43;13,5;1800;47,54
1931;ESTANDAR 900;915;3;40;13,5;1800;
1932;ESTANDAR 900;920;3;42;13,5;1800;
1933;ESTANDAR 900;918;3;40;13,5;1800;
