Coc;Marca;Volumen Total de filtraci¢n ;Extracto CO2;L£pulo Pellet  Herkules;Alpha  cidos Herkules;Catalizador isomerizaci¢n;Amargo por cocimiento
2480;ESTANDAR 18;979;3;46;13,4;1800;
2481;ESTANDAR 18;978;3;46;13,4;1800;
2482;ESTANDAR 18;982;3;46;13,4;1800;
2483;ESTANDAR 18;993;3;46;13,4;1800;
2484;ESTANDAR 18;988;3;45;13,4;1800;
2485;ESTANDAR 18;983;3;46;13,4;1800;
2486;ESTANDAR 18;960;3;46;13,4;1800;
2487;ESTANDAR 18;973;3;46;13,4;1800;
2488;ESTANDAR 18;990;3;45;13,4;1800;
2489;ESTANDAR 900;886;3;42;13,4;1800;
2490;ESTANDAR 18;990;3;46;13,4;1800;
2491;ESTANDAR 18;990;3;46;13,4;1800;
2492;ESTANDAR 18;992;3;46;13,4;1800;
2493;ESTANDAR 900;945;3;41;13,4;1800;45,6
2494;ESTANDAR 900;945;3;41;13,4;1800;46,51
2495;ESTANDAR 900;939;3;42;13,4;1800;44,8
2496;ESTANDAR 900;940;3;42;13,4;1800;46,17
2497;ESTANDAR 900;945;3;45;13,4;1800;46,06
2498;ESTANDAR 900;935;3;42;13,4;1800;46,4
2499;ESTANDAR 900;944;3;42;13,4;1800;47,2
2500;ESTANDAR 900;944;3;42;13,4;1800;45,6
2501;ESTANDAR 900;942;3;42;13,4;1800;45,83
2502;ESTANDAR 900;947;3;42;13,4;1800;45,5
2503;ESTANDAR 900;949;3;42;13,4;1800;46,17
2504;ESTANDAR 900;947;3;42;13,4;1800;45,26
2505;ESTANDAR 900;946;3;42;13,4;1800;43,09
2506;ESTANDAR 900;942;3;42;13,4;1800;46,74
2507;ESTANDAR 900;944;3;42;13,4;1800;47,54
2508;LIGHT 16;940;;;;;
2509;LIGHT 16;955;;;;;
2510;LIGHT 16;959;;;;;
2511;LIGHT 16;970;;;;;
2512;LIGHT 16;982;;;;;
2513;LIGHT 16;976;;;;;
2514;LIGHT 16;979;;;;;
2515;LIGHT 16;980;;;;;
2516;LIGHT 16;980;;;;;
2517;LIGHT 16;964;;;;;
2518;LIGHT 16;910;;;;;
2519;LIGHT 16;966;;;;;
2520;ESTANDAR 18;1005;3;45;13,4;1800;
2521;ESTANDAR 18;980;3;45;13,4;1800;
2522;ESTANDAR 18;988;3;45;13,4;1800;
2523;ESTANDAR 18;988;3;45;13,4;1800;
2524;AZTECA 18;1000;9;;;;
2525;AZTECA 18;998;9;;;;
2526;AZTECA 18;997;9;;;;
2527;AZTECA 18;1005;9;;;;
2528;ESTANDAR 18;990;3;45;13,4;1800;
2529;ESTANDAR 18;979;3;45;13,4;1800;
2530;ESTANDAR 18;995;3;45;13,4;1800;
2531;ESTANDAR 18;990;3;45;13,4;1800;
2532;AZTECA 18;1010;9;;;;
2533;AZTECA 18;1002;9;;;;
2534;AZTECA 18;1005;9;;;;
2535;AZTECA 18;1005;9;;;;
2536;ESTANDAR 18;1005;4;68;13,4;2400;63,27
2537;ESTANDAR 18;987;4;68;13,4;2400;
2538;ESTANDAR 18;980;4;66;13,4;2400;
2539;ESTANDAR 18;985;0;0;13,4;0;
2540;CLUB COLOMBIA;993;9;24;13,4;;46,8
2541;CLUB COLOMBIA;986;9;24;13,4;;45,3
2542;CLUB COLOMBIA;990;9;24;13,4;;46
2543;CLUB COLOMBIA;989;9;24;13,4;;44
2544;ESTANDAR 18;1004;3;42;13,4;1800;45,71
2545;ESTANDAR 18;985;3;43;13,4;1800;47,42
2546;ESTANDAR 18;987;3;42;13,4;1800;
2547;ESTANDAR 18;988;3;40;13,4;1800;
2548;CLUB COLOMBIA;990;9;26;13,4;;46,7
2549;CLUB COLOMBIA;990;9;26;13,4;;46
2550;CLUB COLOMBIA;991;9;26;13,4;;45,8
2551;CLUB COLOMBIA;992;9;26;13,4;;42,4
2552;ESTANDAR 18;1004;3;43;13,4;1800;47,54
2553;ESTANDAR 18;982;3;44;13,4;1800;46,28
2554;ESTANDAR 18;990;3;43;13,4;1800;
2555;ESTANDAR 18;991;3;40;13,4;1800;
2556;ESTANDAR 900;940;3;42;13,4;1800;47,31
2557;ESTANDAR 900;945;3;42;13,4;1800;46,17
2558;ESTANDAR 900;944;3;42;13,4;1800;46,28
2559;ESTANDAR 900;947;3;42;13,4;1800;
2560;ESTANDAR 900;945;3;41;13,4;1800;
2561;ESTANDAR 18;977;3;43;13,4;1800;46,74
2562;ESTANDAR 18;983;3;43;13,4;1800;
2563;ESTANDAR 18;994;3;43;13,4;1800;
2564;ESTANDAR 18;989;3;43;13,4;1800;
2565;ESTANDAR 18;985;3;43;13,4;1800;
2566;ESTANDAR 18;986;3;43;13,4;1800;
2567;ESTANDAR 18;989;3;43;13,4;1800;
2568;ESTANDAR 18;988;3;43;13,4;1800;
2569;LIGHT 16;988;;;;;
2570;LIGHT 16;953;;;;;
2571;LIGHT 16;962;;;;;
2572;LIGHT 16;989;;;;;
2573;LIGHT 16;950;;;;;
2574;LIGHT 16;996;;;;;
2575;LIGHT 16;976;;;;;
2576;LIGHT 16;967;;;;;
2577;CLUB COLOMBIA;990;9;28;13,4;;43,3
2578;CLUB COLOMBIA;990;9;28;13,4;;43,4
2579;CLUB COLOMBIA;990;9;28;13,4;;45,5
2580;CLUB COLOMBIA;998;9;28;13,4;;47,5
2581;ESTANDAR 18;990;3;43;13,4;1800;
2582;ESTANDAR 18;970;3;43;13,4;1800;
2583;ESTANDAR 18;989;3;43;13,4;1800;
2584;ESTANDAR 18;987;3;43;13,4;1800;
2585;ESTANDAR 18;989;0;0;13,4;0;
2586;ESTANDAR 18;986;4;66;13,4;2700;
2587;ESTANDAR 18;988;5;66;13,4;2700;
